experimentType,size,finalStates,instance,bfsResult,bfsTime,randomTime,fallback,finalStatesRandomized
RandomGraph,100,81,8,true,417,334,false,false
RandomGraph,100,82,8,true,375,459,false,false
RandomGraph,100,83,8,true,1000,542,false,false
RandomGraph,100,84,8,true,83,208,false,false
RandomGraph,100,85,8,true,208,292,false,false
RandomGraph,100,86,8,true,167,42,false,false
RandomGraph,100,87,8,true,83,42,false,false
RandomGraph,100,88,8,true,417,208,false,false
RandomGraph,100,89,8,true,333,292,false,false
RandomGraph,100,90,8,true,625,958,false,false
RandomGraph,100,91,8,true,125,83,false,false
RandomGraph,100,92,8,true,83,167,false,false
RandomGraph,100,93,8,true,125,42,false,false
RandomGraph,100,94,8,true,375,458,false,false
RandomGraph,100,95,8,true,208,209,false,false
RandomGraph,100,96,8,true,166,125,false,false
RandomGraph,100,97,8,true,250,41,false,false
RandomGraph,100,98,8,true,250,167,false,false
RandomGraph,100,99,8,true,209,42,false,false
RandomGraph,100,0,9,false,916,61583,true,false
RandomGraph,100,1,9,true,1250,4208,false,false
RandomGraph,100,2,9,true,1042,5833,false,false
RandomGraph,100,3,9,true,1292,2917,false,false
RandomGraph,100,4,9,true,1042,3000,false,false
RandomGraph,100,5,9,true,1375,3708,false,false
RandomGraph,100,6,9,true,1459,2083,false,false
RandomGraph,100,7,9,true,1167,917,false,false
RandomGraph,100,8,9,true,1084,583,false,false
RandomGraph,100,9,9,true,1000,292,false,false
RandomGraph,100,10,9,true,1125,1000,false,false
RandomGraph,100,11,9,true,875,334,false,false
RandomGraph,100,12,9,true,1667,500,false,false
RandomGraph,100,13,9,true,1000,417,false,false
RandomGraph,100,14,9,true,1166,625,false,false
RandomGraph,100,15,9,true,709,375,false,false
RandomGraph,100,16,9,true,1291,500,false,false
RandomGraph,100,17,9,true,1042,375,false,false
RandomGraph,100,18,9,true,959,375,false,false
RandomGraph,100,19,9,true,833,375,false,false
RandomGraph,100,20,9,true,750,292,false,false
RandomGraph,100,21,9,true,750,208,false,false
RandomGraph,100,22,9,true,833,167,false,false
RandomGraph,100,23,9,true,666,167,false,false
RandomGraph,100,24,9,true,1125,292,false,false
RandomGraph,100,25,9,true,1000,167,false,false
RandomGraph,100,26,9,true,667,250,false,false
RandomGraph,100,27,9,true,1541,417,false,false
RandomGraph,100,28,9,true,1375,417,false,false
RandomGraph,100,29,9,true,1084,500,false,false
RandomGraph,100,30,9,true,1000,167,false,false
RandomGraph,100,31,9,true,1125,291,false,false
RandomGraph,100,32,9,true,875,125,false,false
RandomGraph,100,33,9,true,1375,292,false,false
RandomGraph,100,34,9,true,1000,250,false,false
RandomGraph,100,35,9,true,708,125,false,false
RandomGraph,100,36,9,true,1542,292,false,false
RandomGraph,100,37,9,true,1000,375,false,false
RandomGraph,100,38,9,true,833,208,false,false
RandomGraph,100,39,9,true,542,208,false,false
RandomGraph,100,40,9,true,542,125,false,false
RandomGraph,100,41,9,true,791,125,false,false
RandomGraph,100,42,9,true,834,84,false,false
RandomGraph,100,43,9,true,625,125,false,false
RandomGraph,100,44,9,true,666,83,false,false
RandomGraph,100,45,9,true,917,625,false,false
RandomGraph,100,46,9,true,875,375,false,false
RandomGraph,100,47,9,true,584,167,false,false
RandomGraph,100,48,9,true,542,209,false,false
RandomGraph,100,49,9,true,500,125,false,false
RandomGraph,100,50,9,true,542,125,false,false
RandomGraph,100,51,9,true,584,125,false,false
RandomGraph,100,52,9,true,458,125,false,false
RandomGraph,100,53,9,true,709,209,false,false
RandomGraph,100,54,9,true,583,250,false,false
RandomGraph,100,55,9,true,416,83,false,false
RandomGraph,100,56,9,true,417,83,false,false
RandomGraph,100,57,9,true,416,125,false,false
RandomGraph,100,58,9,true,209,41,false,false
RandomGraph,100,59,9,true,250,83,false,false
RandomGraph,100,60,9,true,250,41,false,false
RandomGraph,100,61,9,true,334,167,false,false
RandomGraph,100,62,9,true,334,83,false,false
RandomGraph,100,63,9,true,292,84,false,false
RandomGraph,100,64,9,true,250,42,false,false
RandomGraph,100,65,9,true,2666,625,false,false
RandomGraph,100,66,9,true,3458,1166,false,false
RandomGraph,100,67,9,true,1042,209,false,false
RandomGraph,100,68,9,true,958,125,false,false
RandomGraph,100,69,9,true,375,167,false,false
RandomGraph,100,70,9,true,250,167,false,false
RandomGraph,100,71,9,true,750,125,false,false
RandomGraph,100,72,9,true,125,250,false,false
RandomGraph,100,73,9,true,375,125,false,false
RandomGraph,100,74,9,true,208,167,false,false
RandomGraph,100,75,9,true,334,84,false,false
RandomGraph,100,76,9,true,292,250,false,false
RandomGraph,100,77,9,true,208,167,false,false
RandomGraph,100,78,9,true,125,125,false,false
RandomGraph,100,79,9,true,83,125,false,false
RandomGraph,100,80,9,true,83,125,false,false
RandomGraph,100,81,9,true,83,125,false,false
RandomGraph,100,82,9,true,125,125,false,false
RandomGraph,100,83,9,true,41,167,false,false
RandomGraph,100,84,9,true,167,125,false,false
RandomGraph,100,85,9,true,41,125,false,false
RandomGraph,100,86,9,true,84,84,false,false
RandomGraph,100,87,9,true,42,250,false,false
RandomGraph,100,88,9,true,42,208,false,false
RandomGraph,100,89,9,true,83,125,false,false
RandomGraph,100,90,9,true,542,708,false,false
RandomGraph,100,91,9,true,667,334,false,false
RandomGraph,100,92,9,true,167,83,false,false
RandomGraph,100,93,9,true,375,42,false,false
RandomGraph,100,94,9,true,125,41,false,false
RandomGraph,100,95,9,true,84,83,false,false
RandomGraph,100,96,9,true,83,83,false,false
RandomGraph,100,97,9,true,83,41,false,false
RandomGraph,100,98,9,true,125,83,false,false
RandomGraph,100,99,9,true,417,333,false,false
RandomGraph,100,0,10,false,917,63125,true,false
RandomGraph,100,1,10,true,1209,32666,false,false
RandomGraph,100,2,10,true,1250,1042,false,false
RandomGraph,100,3,10,true,1417,875,false,false
RandomGraph,100,4,10,true,1167,1042,false,false
RandomGraph,100,5,10,true,958,1083,false,false
RandomGraph,100,6,10,true,792,875,false,false
RandomGraph,100,7,10,true,875,1042,false,false
RandomGraph,100,8,10,true,750,1083,false,false
RandomGraph,100,9,10,true,584,583,false,false
RandomGraph,100,10,10,true,708,3167,false,false
RandomGraph,100,11,10,true,2083,500,false,false
RandomGraph,100,12,10,true,1333,1375,false,false
RandomGraph,100,13,10,true,3333,1084,false,false
RandomGraph,100,14,10,true,1125,833,false,false
RandomGraph,100,15,10,true,708,667,false,false
RandomGraph,100,16,10,true,917,541,false,false
RandomGraph,100,17,10,true,750,416,false,false
RandomGraph,100,18,10,true,1250,1166,false,false
RandomGraph,100,19,10,true,791,417,false,false
RandomGraph,100,20,10,true,667,417,false,false
RandomGraph,100,21,10,true,625,500,false,false
RandomGraph,100,22,10,true,1167,708,false,false
RandomGraph,100,23,10,true,1042,791,false,false
RandomGraph,100,24,10,true,1333,625,false,false
RandomGraph,100,25,10,true,1125,542,false,false
RandomGraph,100,26,10,true,750,416,false,false
RandomGraph,100,27,10,true,542,333,false,false
RandomGraph,100,28,10,true,708,333,false,false
RandomGraph,100,29,10,true,625,333,false,false
RandomGraph,100,30,10,true,584,334,false,false
RandomGraph,100,31,10,true,917,500,false,false
RandomGraph,100,32,10,true,834,500,false,false
RandomGraph,100,33,10,true,792,500,false,false
RandomGraph,100,34,10,true,709,375,false,false
RandomGraph,100,35,10,true,1125,625,false,false
RandomGraph,100,36,10,true,1667,1834,false,false
RandomGraph,100,37,10,true,1166,625,false,false
RandomGraph,100,38,10,true,625,583,false,false
RandomGraph,100,39,10,true,500,542,false,false
RandomGraph,100,40,10,true,1416,1125,false,false
RandomGraph,100,41,10,true,1375,791,false,false
RandomGraph,100,42,10,true,1042,458,false,false
RandomGraph,100,43,10,true,1125,250,false,false
RandomGraph,100,44,10,true,958,250,false,false
RandomGraph,100,45,10,true,458,292,false,false
RandomGraph,100,46,10,true,375,208,false,false
RandomGraph,100,47,10,true,334,125,false,false
RandomGraph,100,48,10,true,333,83,false,false
RandomGraph,100,49,10,true,583,125,false,false
RandomGraph,100,50,10,true,1000,333,false,false
RandomGraph,100,51,10,true,1042,250,false,false
RandomGraph,100,52,10,true,500,167,false,false
RandomGraph,100,53,10,true,458,167,false,false
RandomGraph,100,54,10,true,333,167,false,false
RandomGraph,100,55,10,true,375,125,false,false
RandomGraph,100,56,10,true,708,125,false,false
RandomGraph,100,57,10,true,792,166,false,false
RandomGraph,100,58,10,true,625,166,false,false
RandomGraph,100,59,10,true,542,125,false,false
RandomGraph,100,60,10,true,375,125,false,false
RandomGraph,100,61,10,true,333,84,false,false
RandomGraph,100,62,10,true,708,167,false,false
RandomGraph,100,63,10,true,833,1500,false,false
RandomGraph,100,64,10,true,834,167,false,false
RandomGraph,100,65,10,true,542,208,false,false
RandomGraph,100,66,10,true,584,166,false,false
RandomGraph,100,67,10,true,542,125,false,false
RandomGraph,100,68,10,true,375,125,false,false
RandomGraph,100,69,10,true,250,41,false,false
RandomGraph,100,70,10,true,209,83,false,false
RandomGraph,100,71,10,true,209,83,false,false
RandomGraph,100,72,10,true,125,125,false,false
RandomGraph,100,73,10,true,208,167,false,false
RandomGraph,100,74,10,true,125,41,false,false
RandomGraph,100,75,10,true,41,125,false,false
RandomGraph,100,76,10,true,84,167,false,false
RandomGraph,100,77,10,true,83,125,false,false
RandomGraph,100,78,10,true,125,84,false,false
RandomGraph,100,79,10,true,41,125,false,false
RandomGraph,100,80,10,true,83,167,false,false
RandomGraph,100,81,10,true,42,83,false,false
RandomGraph,100,82,10,true,125,125,false,false
RandomGraph,100,83,10,true,125,167,false,false
RandomGraph,100,84,10,true,125,125,false,false
RandomGraph,100,85,10,true,83,333,false,false
RandomGraph,100,86,10,true,42,41,false,false
RandomGraph,100,87,10,true,167,125,false,false
RandomGraph,100,88,10,true,542,291,false,false
RandomGraph,100,89,10,true,333,250,false,false
RandomGraph,100,90,10,true,167,125,false,false
RandomGraph,100,91,10,true,41,125,false,false
RandomGraph,100,92,10,true,84,84,false,false
RandomGraph,100,93,10,true,41,209,false,false
RandomGraph,100,94,10,true,42,125,false,false
RandomGraph,100,95,10,true,292,250,false,false
RandomGraph,100,96,10,true,166,167,false,false
RandomGraph,100,97,10,true,375,167,false,false
RandomGraph,100,98,10,true,83,166,false,false
RandomGraph,100,99,10,true,167,125,false,false
RandomGraph,100,0,11,false,1083,36666,true,false
RandomGraph,100,1,11,true,1042,708,false,false
RandomGraph,100,2,11,true,958,667,false,false
RandomGraph,100,3,11,true,709,709,false,false
RandomGraph,100,4,11,true,833,667,false,false
RandomGraph,100,5,11,true,792,708,false,false
RandomGraph,100,6,11,true,709,708,false,false
RandomGraph,100,7,11,true,958,709,false,false
RandomGraph,100,8,11,true,584,708,false,false
RandomGraph,100,9,11,true,792,792,false,false
RandomGraph,100,10,11,true,750,1542,false,false
RandomGraph,100,11,11,true,1708,4625,false,false
RandomGraph,100,12,11,true,1417,1458,false,false
RandomGraph,100,13,11,true,1250,1333,false,false
RandomGraph,100,14,11,true,1125,1333,false,false
RandomGraph,100,15,11,true,2083,1459,false,false
RandomGraph,100,16,11,true,666,1167,false,false
RandomGraph,100,17,11,true,959,1125,false,false
RandomGraph,100,18,11,true,792,1083,false,false
RandomGraph,100,19,11,true,917,834,false,false
RandomGraph,100,20,11,true,792,833,false,false
RandomGraph,100,21,11,true,666,1042,false,false
RandomGraph,100,22,11,true,583,917,false,false
RandomGraph,100,23,11,true,709,1084,false,false
RandomGraph,100,24,11,true,667,875,false,false
RandomGraph,100,25,11,true,1584,1333,false,false
RandomGraph,100,26,11,true,708,791,false,false
RandomGraph,100,27,11,true,708,750,false,false
RandomGraph,100,28,11,true,541,667,false,false
RandomGraph,100,29,11,true,791,708,false,false
RandomGraph,100,30,11,true,709,750,false,false
RandomGraph,100,31,11,true,500,792,false,false
RandomGraph,100,32,11,true,500,625,false,false
RandomGraph,100,33,11,true,541,709,false,false
RandomGraph,100,34,11,true,500,625,false,false
RandomGraph,100,35,11,true,500,667,false,false
RandomGraph,100,36,11,true,1000,709,false,false
RandomGraph,100,37,11,true,916,709,false,false
RandomGraph,100,38,11,true,541,708,false,false
RandomGraph,100,39,11,true,541,708,false,false
RandomGraph,100,40,11,true,333,625,false,false
RandomGraph,100,41,11,true,333,750,false,false
RandomGraph,100,42,11,true,333,667,false,false
RandomGraph,100,43,11,true,458,708,false,false
RandomGraph,100,44,11,true,541,666,false,false
RandomGraph,100,45,11,true,416,666,false,false
RandomGraph,100,46,11,true,1584,1917,false,false
RandomGraph,100,47,11,true,792,500,false,false
RandomGraph,100,48,11,true,542,417,false,false
RandomGraph,100,49,11,true,667,959,false,false
RandomGraph,100,50,11,true,584,958,false,false
RandomGraph,100,51,11,true,458,209,false,false
RandomGraph,100,52,11,true,291,250,false,false
RandomGraph,100,53,11,true,333,166,false,false
RandomGraph,100,54,11,true,209,291,false,false
RandomGraph,100,55,11,true,958,625,false,false
RandomGraph,100,56,11,true,625,208,false,false
RandomGraph,100,57,11,true,417,125,false,false
RandomGraph,100,58,11,true,458,292,false,false
RandomGraph,100,59,11,true,250,250,false,false
RandomGraph,100,60,11,true,250,209,false,false
RandomGraph,100,61,11,true,292,208,false,false
RandomGraph,100,62,11,true,250,167,false,false
RandomGraph,100,63,11,true,208,250,false,false
RandomGraph,100,64,11,true,334,250,false,false
RandomGraph,100,65,11,true,833,375,false,false
RandomGraph,100,66,11,true,541,250,false,false
RandomGraph,100,67,11,true,375,125,false,false
RandomGraph,100,68,11,true,375,166,false,false
RandomGraph,100,69,11,true,541,250,false,false
RandomGraph,100,70,11,true,375,166,false,false
RandomGraph,100,71,11,true,208,167,false,false
RandomGraph,100,72,11,true,208,167,false,false
RandomGraph,100,73,11,true,416,250,false,false
RandomGraph,100,74,11,true,333,208,false,false
RandomGraph,100,75,11,true,458,250,false,false
RandomGraph,100,76,11,true,333,458,false,false
RandomGraph,100,77,11,true,417,458,false,false
RandomGraph,100,78,11,true,125,291,false,false
RandomGraph,100,79,11,true,208,292,false,false
RandomGraph,100,80,11,true,125,292,false,false
RandomGraph,100,81,11,true,42,208,false,false
RandomGraph,100,82,11,true,84,250,false,false
RandomGraph,100,83,11,true,41,292,false,false
RandomGraph,100,84,11,true,208,459,false,false
RandomGraph,100,85,11,true,125,250,false,false
RandomGraph,100,86,11,true,125,166,false,false
RandomGraph,100,87,11,true,166,375,false,false
RandomGraph,100,88,11,true,41,250,false,false
RandomGraph,100,89,11,true,83,333,false,false
RandomGraph,100,90,11,true,42,250,false,false
RandomGraph,100,91,11,true,83,417,false,false
RandomGraph,100,92,11,true,83,250,false,false
RandomGraph,100,93,11,true,125,208,false,false
RandomGraph,100,94,11,true,125,250,false,false
RandomGraph,100,95,11,true,167,125,false,false
RandomGraph,100,96,11,true,125,166,false,false
RandomGraph,100,97,11,true,42,125,false,false
RandomGraph,100,98,11,true,83,125,false,false
RandomGraph,100,99,11,true,83,125,false,false
RandomGraph,100,0,12,false,917,63875,true,false
RandomGraph,100,1,12,true,1292,6625,false,false
RandomGraph,100,2,12,true,1541,6500,false,false
RandomGraph,100,3,12,true,792,6208,false,false
RandomGraph,100,4,12,true,917,8334,false,false
RandomGraph,100,5,12,true,1416,5583,false,false
RandomGraph,100,6,12,true,1000,4583,false,false
RandomGraph,100,7,12,true,1083,4375,false,false
RandomGraph,100,8,12,true,959,4083,false,false
RandomGraph,100,9,12,true,917,4250,false,false
RandomGraph,100,10,12,true,1917,4167,false,false
RandomGraph,100,11,12,true,1167,2583,false,false
RandomGraph,100,12,12,true,1042,2083,false,false
RandomGraph,100,13,12,true,958,875,false,false
RandomGraph,100,14,12,true,1167,834,false,false
RandomGraph,100,15,12,true,1417,1334,false,false
RandomGraph,100,16,12,true,1334,875,false,false
RandomGraph,100,17,12,true,875,3458,false,false
RandomGraph,100,18,12,true,666,833,false,false
RandomGraph,100,19,12,true,792,792,false,false
RandomGraph,100,20,12,true,750,792,false,false
RandomGraph,100,21,12,true,958,375,false,false
RandomGraph,100,22,12,true,833,375,false,false
RandomGraph,100,23,12,true,625,417,false,false
RandomGraph,100,24,12,true,625,333,false,false
RandomGraph,100,25,12,true,1250,1208,false,false
RandomGraph,100,26,12,true,1000,375,false,false
RandomGraph,100,27,12,true,792,250,false,false
RandomGraph,100,28,12,true,709,209,false,false
RandomGraph,100,29,12,true,625,208,false,false
RandomGraph,100,30,12,true,667,2125,false,false
RandomGraph,100,31,12,true,583,459,false,false
RandomGraph,100,32,12,true,833,208,false,false
RandomGraph,100,33,12,true,625,250,false,false
RandomGraph,100,34,12,true,1041,333,false,false
RandomGraph,100,35,12,true,833,375,false,false
RandomGraph,100,36,12,true,1000,250,false,false
RandomGraph,100,37,12,true,1250,416,false,false
RandomGraph,100,38,12,true,1375,292,false,false
RandomGraph,100,39,12,true,500,333,false,false
RandomGraph,100,40,12,true,542,250,false,false
RandomGraph,100,41,12,true,458,250,false,false
RandomGraph,100,42,12,true,584,208,false,false
RandomGraph,100,43,12,true,459,250,false,false
RandomGraph,100,44,12,true,542,250,false,false
RandomGraph,100,45,12,true,542,250,false,false
RandomGraph,100,46,12,true,542,250,false,false
RandomGraph,100,47,12,true,500,125,false,false
RandomGraph,100,48,12,true,958,125,false,false
RandomGraph,100,49,12,true,583,125,false,false
RandomGraph,100,50,12,true,375,125,false,false
RandomGraph,100,51,12,true,500,84,false,false
RandomGraph,100,52,12,true,416,83,false,false
RandomGraph,100,53,12,true,333,84,false,false
RandomGraph,100,54,12,true,833,167,false,false
RandomGraph,100,55,12,true,1041,375,false,false
RandomGraph,100,56,12,true,792,208,false,false
RandomGraph,100,57,12,true,1541,250,false,false
RandomGraph,100,58,12,true,1083,208,false,false
RandomGraph,100,59,12,true,1459,250,false,false
RandomGraph,100,60,12,true,1000,83,false,false
RandomGraph,100,61,12,true,708,42,false,false
RandomGraph,100,62,12,true,584,125,false,false
RandomGraph,100,63,12,true,417,83,false,false
RandomGraph,100,64,12,true,375,250,false,false
RandomGraph,100,65,12,true,875,208,false,false
RandomGraph,100,66,12,true,1166,208,false,false
RandomGraph,100,67,12,true,1292,84,false,false
RandomGraph,100,68,12,true,417,84,false,false
RandomGraph,100,69,12,true,292,125,false,false
RandomGraph,100,70,12,true,334,125,false,false
RandomGraph,100,71,12,true,125,166,false,false
RandomGraph,100,72,12,true,209,83,false,false
RandomGraph,100,73,12,true,291,208,false,false
RandomGraph,100,74,12,true,208,291,false,false
RandomGraph,100,75,12,true,125,125,false,false
RandomGraph,100,76,12,true,166,167,false,false
RandomGraph,100,77,12,true,125,125,false,false
RandomGraph,100,78,12,true,83,84,false,false
RandomGraph,100,79,12,true,333,292,false,false
RandomGraph,100,80,12,true,125,125,false,false
RandomGraph,100,81,12,true,84,208,false,false
RandomGraph,100,82,12,true,84,208,false,false
RandomGraph,100,83,12,true,83,250,false,false
RandomGraph,100,84,12,true,42,83,false,false
RandomGraph,100,85,12,true,42,167,false,false
RandomGraph,100,86,12,true,41,83,false,false
RandomGraph,100,87,12,true,84,208,false,false
RandomGraph,100,88,12,true,125,166,false,false
RandomGraph,100,89,12,true,41,291,false,false
RandomGraph,100,90,12,true,125,167,false,false
RandomGraph,100,91,12,true,625,125,false,false
RandomGraph,100,92,12,true,125,42,false,false
RandomGraph,100,93,12,true,41,83,false,false
RandomGraph,100,94,12,true,42,167,false,false
RandomGraph,100,95,12,true,41,166,false,false
RandomGraph,100,96,12,true,42,375,false,false
RandomGraph,100,97,12,true,125,83,false,false
RandomGraph,100,98,12,true,125,83,false,false
RandomGraph,100,99,12,true,83,84,false,false
RandomGraph,100,0,13,false,1083,62541,true,false
RandomGraph,100,1,13,true,1541,9708,false,false
RandomGraph,100,2,13,true,792,5041,false,false
RandomGraph,100,3,13,true,1125,5125,false,false
RandomGraph,100,4,13,true,1625,1291,false,false
RandomGraph,100,5,13,true,1458,792,false,false
RandomGraph,100,6,13,true,1291,833,false,false
RandomGraph,100,7,13,true,833,583,false,false
RandomGraph,100,8,13,true,917,292,false,false
RandomGraph,100,9,13,true,1125,125,false,false
RandomGraph,100,10,13,true,875,125,false,false
RandomGraph,100,11,13,true,1125,458,false,false
RandomGraph,100,12,13,true,1750,125,false,false
RandomGraph,100,13,13,true,1334,167,false,false
RandomGraph,100,14,13,true,1000,83,false,false
RandomGraph,100,15,13,true,917,83,false,false
RandomGraph,100,16,13,true,1417,458,false,false
RandomGraph,100,17,13,true,1083,208,false,false
RandomGraph,100,18,13,true,750,208,false,false
RandomGraph,100,19,13,true,833,84,false,false
RandomGraph,100,20,13,true,917,167,false,false
RandomGraph,100,21,13,true,1125,125,false,false
RandomGraph,100,22,13,true,750,83,false,false
RandomGraph,100,23,13,true,750,83,false,false
RandomGraph,100,24,13,true,708,83,false,false
RandomGraph,100,25,13,true,667,83,false,false
RandomGraph,100,26,13,true,709,167,false,false
RandomGraph,100,27,13,true,750,125,false,false
RandomGraph,100,28,13,true,959,125,false,false
RandomGraph,100,29,13,true,750,167,false,false
RandomGraph,100,30,13,true,1166,83,false,false
RandomGraph,100,31,13,true,1166,167,false,false
RandomGraph,100,32,13,true,1500,333,false,false
RandomGraph,100,33,13,true,1042,125,false,false
RandomGraph,100,34,13,true,1000,83,false,false
RandomGraph,100,35,13,true,791,84,false,false
RandomGraph,100,36,13,true,959,84,false,false
RandomGraph,100,37,13,true,917,83,false,false
RandomGraph,100,38,13,true,666,83,false,false
RandomGraph,100,39,13,true,708,83,false,false
RandomGraph,100,40,13,true,1000,125,false,false
RandomGraph,100,41,13,true,583,125,false,false
RandomGraph,100,42,13,true,666,83,false,false
RandomGraph,100,43,13,true,583,125,false,false
RandomGraph,100,44,13,true,458,125,false,false
RandomGraph,100,45,13,true,542,125,false,false
RandomGraph,100,46,13,true,500,84,false,false
RandomGraph,100,47,13,true,458,84,false,false
RandomGraph,100,48,13,true,375,83,false,false
RandomGraph,100,49,13,true,625,209,false,false
RandomGraph,100,50,13,true,375,83,false,false
RandomGraph,100,51,13,true,500,125,false,false
RandomGraph,100,52,13,true,334,83,false,false
RandomGraph,100,53,13,true,583,125,false,false
RandomGraph,100,54,13,true,375,166,false,false
RandomGraph,100,55,13,true,375,125,false,false
RandomGraph,100,56,13,true,333,125,false,false
RandomGraph,100,57,13,true,292,125,false,false
RandomGraph,100,58,13,true,583,209,false,false
RandomGraph,100,59,13,true,416,41,false,false
RandomGraph,100,60,13,true,375,42,false,false
RandomGraph,100,61,13,true,292,167,false,false
RandomGraph,100,62,13,true,333,83,false,false
RandomGraph,100,63,13,true,250,84,false,false
RandomGraph,100,64,13,true,208,84,false,false
RandomGraph,100,65,13,true,333,41,false,false
RandomGraph,100,66,13,true,208,125,false,false
RandomGraph,100,67,13,true,583,250,false,false
RandomGraph,100,68,13,true,458,167,false,false
RandomGraph,100,69,13,true,250,292,false,false
RandomGraph,100,70,13,true,250,83,false,false
RandomGraph,100,71,13,true,291,125,false,false
RandomGraph,100,72,13,true,375,209,false,false
RandomGraph,100,73,13,true,209,83,false,false
RandomGraph,100,74,13,true,167,84,false,false
RandomGraph,100,75,13,true,750,208,false,false
RandomGraph,100,76,13,true,208,83,false,false
RandomGraph,100,77,13,true,292,125,false,false
RandomGraph,100,78,13,true,84,41,false,false
RandomGraph,100,79,13,true,625,83,false,false
RandomGraph,100,80,13,true,83,84,false,false
RandomGraph,100,81,13,true,42,167,false,false
RandomGraph,100,82,13,true,83,125,false,false
RandomGraph,100,83,13,true,41,125,false,false
RandomGraph,100,84,13,true,292,83,false,false
RandomGraph,100,85,13,true,167,167,false,false
RandomGraph,100,86,13,true,83,84,false,false
RandomGraph,100,87,13,true,41,42,false,false
RandomGraph,100,88,13,true,42,41,false,false
RandomGraph,100,89,13,true,250,458,false,false
RandomGraph,100,90,13,true,333,208,false,false
RandomGraph,100,91,13,true,83,83,false,false
RandomGraph,100,92,13,true,41,83,false,false
RandomGraph,100,93,13,true,416,83,false,false
RandomGraph,100,94,13,true,42,83,false,false
RandomGraph,100,95,13,true,83,84,false,false
RandomGraph,100,96,13,true,83,84,false,false
RandomGraph,100,97,13,true,84,83,false,false
RandomGraph,100,98,13,true,291,83,false,false
RandomGraph,100,99,13,true,167,84,false,false
RandomGraph,100,0,14,false,1167,40792,true,false
RandomGraph,100,1,14,true,1625,4959,false,false
RandomGraph,100,2,14,true,792,4541,false,false
RandomGraph,100,3,14,true,792,4708,false,false
RandomGraph,100,4,14,true,708,2792,false,false
RandomGraph,100,5,14,true,541,2958,false,false
RandomGraph,100,6,14,true,583,5333,false,false
RandomGraph,100,7,14,true,708,2334,false,false
RandomGraph,100,8,14,true,1458,5292,false,false
RandomGraph,100,9,14,true,1000,2375,false,false
RandomGraph,100,10,14,true,875,4625,false,false
RandomGraph,100,11,14,true,916,2542,false,false
RandomGraph,100,12,14,true,1333,3583,false,false
RandomGraph,100,13,14,true,1291,6375,false,false
RandomGraph,100,14,14,true,1042,1833,false,false
RandomGraph,100,15,14,true,750,1000,false,false
RandomGraph,100,16,14,true,750,708,false,false
RandomGraph,100,17,14,true,625,666,false,false
RandomGraph,100,18,14,true,750,667,false,false
RandomGraph,100,19,14,true,625,750,false,false
RandomGraph,100,20,14,true,667,666,false,false
RandomGraph,100,21,14,true,791,583,false,false
RandomGraph,100,22,14,true,708,666,false,false
RandomGraph,100,23,14,true,750,667,false,false
RandomGraph,100,24,14,true,584,792,false,false
RandomGraph,100,25,14,true,791,708,false,false
RandomGraph,100,26,14,true,625,666,false,false
RandomGraph,100,27,14,true,625,375,false,false
RandomGraph,100,28,14,true,542,375,false,false
RandomGraph,100,29,14,true,500,292,false,false
RandomGraph,100,30,14,true,625,292,false,false
RandomGraph,100,31,14,true,958,417,false,false
RandomGraph,100,32,14,true,583,334,false,false
RandomGraph,100,33,14,true,541,125,false,false
RandomGraph,100,34,14,true,667,125,false,false
RandomGraph,100,35,14,true,584,83,false,false
RandomGraph,100,36,14,true,1125,292,false,false
RandomGraph,100,37,14,true,667,125,false,false
RandomGraph,100,38,14,true,417,125,false,false
RandomGraph,100,39,14,true,542,125,false,false
RandomGraph,100,40,14,true,375,83,false,false
RandomGraph,100,41,14,true,1250,833,false,false
RandomGraph,100,42,14,true,750,291,false,false
RandomGraph,100,43,14,true,666,125,false,false
RandomGraph,100,44,14,true,666,125,false,false
RandomGraph,100,45,14,true,750,125,false,false
RandomGraph,100,46,14,true,583,84,false,false
RandomGraph,100,47,14,true,500,125,false,false
RandomGraph,100,48,14,true,625,125,false,false
RandomGraph,100,49,14,true,750,125,false,false
RandomGraph,100,50,14,true,459,125,false,false
RandomGraph,100,51,14,true,1167,250,false,false
RandomGraph,100,52,14,true,1000,333,false,false
RandomGraph,100,53,14,true,750,125,false,false
RandomGraph,100,54,14,true,500,83,false,false
RandomGraph,100,55,14,true,417,83,false,false
RandomGraph,100,56,14,true,750,375,false,false
RandomGraph,100,57,14,true,416,375,false,false
RandomGraph,100,58,14,true,583,83,false,false
RandomGraph,100,59,14,true,500,125,false,false
RandomGraph,100,60,14,true,333,125,false,false
RandomGraph,100,61,14,true,583,83,false,false
RandomGraph,100,62,14,true,542,250,false,false
RandomGraph,100,63,14,true,458,83,false,false
RandomGraph,100,64,14,true,583,500,false,false
RandomGraph,100,65,14,true,458,84,false,false
RandomGraph,100,66,14,true,667,125,false,false
RandomGraph,100,67,14,true,416,83,false,false
RandomGraph,100,68,14,true,375,83,false,false
RandomGraph,100,69,14,true,333,84,false,false
RandomGraph,100,70,14,true,458,125,false,false
RandomGraph,100,71,14,true,208,84,false,false
RandomGraph,100,72,14,true,416,83,false,false
RandomGraph,100,73,14,true,209,2584,false,false
RandomGraph,100,74,14,true,167,125,false,false
RandomGraph,100,75,14,true,250,125,false,false
RandomGraph,100,76,14,true,334,84,false,false
RandomGraph,100,77,14,true,125,83,false,false
RandomGraph,100,78,14,true,125,84,false,false
